Category,City,Customer Name,Discount,Manufacturer,Order ID,Product Name,Profit,Quantity,Region,Sales,Segment,Order Date,Ship Date,Ship Mode,State,Sub-Category,Product Container,Store Name,New Transportation,Unit Price,Shipping Cost,Priority
Technology,Kanchrapara,Shrirang Pandey ,0.4,Logitech,SGP-2016-59888,"Logitech Flash Drive, Programmable",-5,2,East,38,Home Office,2017/10/17,2017/10/19,First Class,West Bengal,Accessories,Small Box,Williams,Regular Air,19.98,5.97,High
Technology,Bhadrak,Apurva Shimpi ,0.4,Panasonic,SGP-2016-59888,"Panasonic Calculator, Wireless",-65,5,East,151,Home Office,2017/10/17,2017/10/19,First Class,Orissa,Machines,Small Pack,Hawkins,Regular Air,16.99,8.99,Low
Furniture,Dehradun,Devendra K ,0.4,Deflect-O,SGP-2016-59888,"Deflect-O Door Stop, Black",-40,6,North,158,Home Office,2017/10/17,2017/10/19,First Class,Uttarakhand,Furnishings,Small Pack,Hawkins,Regular Air,16.99,8.99,Low
Office Supplies,Farrukhnagar,S. Y ,0.4,OIC,SGP-2016-59888,"OIC Push Pins, Metal",4,4,South,36,Home Office,2017/10/17,2017/10/19,First Class,Telangana,Fasteners,Medium Box,Davis,Regular Air,15.99,11.28,Low
Technology,Bahadurganj,Rajiv Quadri ,0.4,Apple,SGP-2016-59888,"Apple Smart Phone, with Caller ID",115,2,East,767,Home Office,2017/10/17,2017/10/19,First Class,Bihar,Phones,Large Box,Permian,Regular Air,113.64,35,Low
Office Supplies,Chandigarh,Biplab Raghuram Acharyulu ,0,Kraft,SGP-2017-14780,"Kraft Business Envelopes, Recycled",6,3,North,57,Home Office,2018/10/17,2018/10/21,Standard Class,Chandigarh,Envelopes,Wrap Bag,Richardson,Regular Air,6.88,2,Low
Technology,Marmagao,S. Singh ,0,Samsung,SGP-2017-14780,"Samsung Signal Booster, with Caller ID",57,1,West,137,Home Office,2018/10/17,2018/10/21,Standard Class,Goa,Phones,Wrap Bag,Richardson,Regular Air,6.88,2,Low
Office Supplies,Amod,Salman Patel ,0,Binney & Smith,SGP-2017-14780,"Binney & Smith Sketch Pad, Easy-Erase",36,2,West,93,Home Office,2018/10/17,2018/10/21,Standard Class,Gujarat,Art,Medium Box,Davis,Regular Air,15.99,11.28,Low
Furniture,Srinagar,Sanjay Pashankar ,0,Safco,SGP-2017-14780,"SAFCO Steel Folding Chair, Adjustable",83,2,North,176,Home Office,2018/10/17,2018/10/21,Standard Class,Jammu and Kashmir,Chairs,Jumbo Drum,Phillips,Delivery Truck,243.98,43.32,High
Technology,Mangalore,Ramachandran Kumar ,0,Samsung,SGP-2017-14780,"Samsung Office Telephone, Cordless",47,7,South,476,Home Office,2018/10/17,2018/10/21,Standard Class,Karnataka,Phones,Large Box,Permian,Regular Air,113.64,35,Low
Office Supplies,Datia,Saket Bhardwaj ,0,Eldon,SGP-2017-14780,"Eldon Lockers, Industrial",250,3,Central,595,Home Office,2018/10/17,2018/10/21,Standard Class,Madhya Pradesh,Storage,Wrap Bag,Lawson,Regular Air,9.93,1.09,Low
Office Supplies,Pallavaram,Bharat Chauhan ,0,Wilson,SGP-2017-14780,"Wilson Jones Binder, Durable",17,4,South,58,Home Office,2018/10/17,2018/10/21,Standard Class,Tamil Nadu,Binders,Jumbo Drum,Phillips,Delivery Truck,243.98,43.32,High
Technology,Chunar,Hemant PALANI ,0,Nokia,SGP-2017-14780,"Nokia Smart Phone, with Caller ID",831,5,East,3195,Home Office,2018/10/17,2018/10/21,Standard Class,Uttar Pradesh,Phones,Jumbo Box,Davis,Delivery Truck,880.98,44.55,Low
Technology,Barrackpur,Sonal Saxena ,0.1,SanDisk,SGP-2015-16859,"SanDisk Keyboard, Programmable",17,1,East,75,Consumer,2016/3/28,2016/3/28,Same Day,West Bengal,Accessories,Wrap Bag,Lawson,Regular Air,9.93,1.09,Low
Technology,Halisahar,Nilanjan Belgrove ,0,HP,SGP-2017-23173,"HP Fax and Copier, High-Speed",82,2,East,342,Home Office,2018/8/13,2018/8/18,Standard Class,West Bengal,Copiers,Jumbo Box,Davis,Delivery Truck,880.98,44.55,Low
Office Supplies,Jaggayyapeta,Sanjay Goswami ,0,Enermax,SGP-2017-23173,"Enermax Cards & Envelopes, Multicolor",73,6,South,291,Home Office,2018/8/13,2018/8/18,Standard Class,Andhra Pradesh,Paper,Small Box,Panhandle,Regular Air,5.78,5.37,Not Specified
Office Supplies,Rangia,Udhaya Gautam ,0.1,Acme,SGP-2014-59986,"Acme Scissors, Easy Grip",9,1,North East,24,Consumer,2015/3/2,2015/3/4,First Class,Assam,Supplies,Small Box,Carter,Regular Air,59.76,9.71,Not Specified
Office Supplies,Biharsharif,Nirlay Kakade ,0.1,Acco,SGP-2014-59986,"Acco Hole Reinforcements, Recycled",-1,2,East,13,Consumer,2015/3/2,2015/3/4,First Class,Bihar,Binders,Small Pack,Harper,Regular Air,35.99,3.3,High
Technology,Jamnagar,Venkatasubramanian Vora ,0.1,Panasonic,SGP-2014-59986,"Panasonic Receipt Printer, White",7,2,West,215,Consumer,2015/3/2,2015/3/4,First Class,Gujarat,Machines,Small Pack,Harper,Regular Air,35.99,3.3,High
Technology,Gurgaon,Chitta Tundia ,0.17,Epson,SGP-2014-50361,"Epson Calculator, Red",8,2,North,72,Consumer,2015/7/28,2015/8/1,Standard Class,Haryana,Machines,Small Box,Panhandle,Regular Air,5.78,5.37,Not Specified
Technology,Kaithal,Pankaj Roy ,0.47,Enermax,SGP-2014-50361,"Enermax Memory Card, Bluetooth",-73,2,North,121,Consumer,2015/7/28,2015/8/1,Standard Class,Haryana,Accessories,Wrap Bag,Lewis,Regular Air,85.99,0.99,Low
Office Supplies,Hazaribagh,Alam Jana ,0.27,Sanford,SGP-2014-50361,"Sanford Pencil Sharpener, Water Color",7,3,Central,57,Consumer,2015/7/28,2015/8/1,Standard Class,Jharkhand,Art,Small Box,Panhandle,Regular Air,5.78,5.37,Not Specified
Technology,Ujjain,V Shetty ,0.07,Sharp,SGP-2014-50361,"Sharp Fax Machine, Digital",97,3,Central,824,Consumer,2015/7/28,2015/8/1,Standard Class,Madhya Pradesh,Copiers,Small Box,Cook,Regular Air,6.48,5.4,Urgent
Office Supplies,Jalna,Harish Bhise ,0.5,Avery,SGP-2016-31384,"Avery File Folder Labels, Alphabetical",-17,9,West,40,Consumer,2017/3/26,2017/4/2,Standard Class,Maharashtra,Labels,Small Box,Cook,Regular Air,6.48,5.4,Urgent
Technology,Parbhani,Meenaketan Bachapan ,0.1,Canon,SGP-2017-18049,"Canon Ink, Digital",44,2,West,264,Corporate,2018/11/3,2018/11/5,First Class,Maharashtra,Copiers,Small Box,Rogers,Regular Air,5.74,5.01,Urgent
Office Supplies,Baramati,Paresh Bhujbal ,0,Cameo,SGP-2014-37278,"Cameo Clasp Envelope, Recycled",3,2,West,17,Corporate,2015/3/15,2015/3/16,First Class,Maharashtra,Envelopes,Small Box,Carter,Regular Air,59.76,9.71,Not Specified
Office Supplies,Firozpur,Kiran Sharma ,0,Harbour Creations,SGP-2017-77339,"Harbour Creations Legal Exhibit Labels, Adjustable",7,7,North,62,Corporate,2018/6/10,2018/6/11,First Class,Punjab,Labels,Small Box,Webb,Regular Air,65.99,5.63,High
Office Supplies,Jaipur,K. Rao ,0,Kleencut,SGP-2017-77339,"Kleencut Letter Opener, Steel",48,4,North,95,Corporate,2018/6/10,2018/6/11,First Class,Rajasthan,Supplies,Small Box,Webb,Regular Air,65.99,5.63,High
Office Supplies,Chengam,Ved Pandya ,0.1,Fiskars,SGP-2017-33092,"Fiskars Letter Opener, Easy Grip",18,2,South,53,Corporate,2018/12/4,2018/12/5,First Class,Tamil Nadu,Supplies,Wrap Bag,Lewis,Regular Air,85.99,0.99,Low
Office Supplies,Bankura,Pravin Sharma ,0.17,Boston,SGP-2014-69443,"Boston Pens, Blue",-2,1,East,12,Corporate,2015/9/9,2015/9/13,Standard Class,West Bengal,Art,Small Box,Panhandle,Regular Air,5.78,5.37,Not Specified
Office Supplies,Baghdogra,Duke Vishwanath Reddy ,0.17,Acme,SGP-2014-69443,"Acme Shears, Serrated",-6,2,East,77,Corporate,2015/9/9,2015/9/13,Standard Class,West Bengal,Supplies,Small Box,Rogers,Regular Air,5.74,5.01,Urgent
Office Supplies,Machilipatnam,Vikas Sohoni ,0.17,Wilson,SGP-2014-69443,"Wilson Jones 3-Hole Punch, Recycled",9,1,South,24,Corporate,2015/9/9,2015/9/13,Standard Class,Andhra Pradesh,Binders,Small Box,Carter,Regular Air,30.98,5.09,Not Specified
Office Supplies,Begusarai,Lakshmanan Gopi Krishnan ,0.17,Avery,SGP-2014-69443,"Avery Binder Covers, Durable",-9,5,East,52,Corporate,2015/9/9,2015/9/13,Standard Class,Bihar,Binders,Small Pack,Davis,Regular Air,9.31,3.98,Not Specified
Furniture,Chandigarh,Ranadeep K ,0.37,Sauder,SGP-2014-69443,"Sauder Corner Shelving, Traditional",-10,7,North,650,Corporate,2015/9/9,2015/9/13,Standard Class,Chandigarh,Bookcases,Small Box,Russell,Regular Air,18.97,9.03,Medium
Office Supplies,Jodiya Bandar,Gopalrao Chaturvedi ,0.17,Boston,SGP-2014-69443,"Boston Sketch Pad, Water Color",-9,3,West,129,Corporate,2015/9/9,2015/9/13,Standard Class,Gujarat,Art,Small Pack,Davis,Regular Air,9.31,3.98,Not Specified
Office Supplies,Nilokheri,J D'souza ,0,KitchenAid,SGP-2014-71494,"KitchenAid Blender, Black",200,6,North,590,Consumer,2015/6/22,2015/6/26,Standard Class,Haryana,Appliances,Jumbo Box,Harper,Delivery Truck,399.98,12.06,Low
Furniture,Pataudi,Milind Jakite ,0.27,Hon,SGP-2017-15382,"Hon Executive Leather Armchair, Adjustable",-110,3,North,1007,Home Office,2018/8/26,2018/8/31,Standard Class,Haryana,Chairs,Jumbo Box,Harper,Delivery Truck,399.98,12.06,Low
Technology,Damoh,Vikas Gautam ,0.17,Cisco,SGP-2017-15382,"Cisco Audio Dock, Full Size",-4,2,Central,304,Home Office,2018/8/26,2018/8/31,Standard Class,Madhya Pradesh,Phones,Small Box,Texona,Express Air,2.88,0.5,Not Specified
Furniture,Savantvadi,N Vishwanath ,0.35,Bush,SGP-2015-62373,"Bush 3-Shelf Cabinet, Mobile",-128,4,West,379,Home Office,2016/9/29,2016/9/30,First Class,Maharashtra,Bookcases,Small Box,Carter,Regular Air,30.98,5.09,Not Specified
Furniture,Amalner,Anal Pandey ,0.35,Bush,SGP-2015-62373,"Bush Classic Bookcase, Metal",66,2,West,536,Home Office,2016/9/29,2016/9/30,First Class,Maharashtra,Bookcases,Wrap Bag,Hayes,Regular Air,7.98,1.25,Urgent
Furniture,Cuddalore,Murali Kaushal ,0.25,Eldon,SGP-2015-62373,"Eldon Door Stop, Durable",17,3,South,106,Home Office,2016/9/29,2016/9/30,First Class,Tamil Nadu,Furnishings,Small Box,Russell,Regular Air,18.97,9.03,Medium
Office Supplies,Chennai,Sachin Dongare ,0,Avery,SGP-2016-27492,"Avery Hole Reinforcements, Economy",4,3,South,13,Home Office,2017/10/24,2017/10/29,Standard Class,Tamil Nadu,Binders,Jumbo Box,Hayes,Delivery Truck,417.4,75.23,Urgent
Office Supplies,Namakkal,Shivani Siddique ,0,Stockwell,SGP-2016-27492,"Stockwell Clamps, Bulk Pack",32,5,South,94,Home Office,2017/10/24,2017/10/29,Standard Class,Tamil Nadu,Fasteners,Small Box,Texona,Express Air,2.88,0.5,Not Specified
Furniture,Achhnera,Kiran S ,0.1,Deflect-O,SGP-2015-56073,"Deflect-O Photo Frame, Erganomic",17,1,East,45,Corporate,2016/12/4,2016/12/11,Standard Class,Uttar Pradesh,Furnishings,Jumbo Box,Hayes,Delivery Truck,417.4,75.23,Urgent
Office Supplies,Dehradun,Bobbin Deshmukh ,0.1,BIC,SGP-2015-56073,"BIC Pencil Sharpener, Water Color",-2,1,North,29,Corporate,2016/12/4,2016/12/11,Standard Class,Uttarakhand,Art,Wrap Bag,Hayes,Regular Air,7.98,1.25,Urgent
Furniture,Bettiah,Raj Bhalerao ,0.1,Novimex,SGP-2015-56073,"Novimex Executive Leather Armchair, Adjustable",957,10,East,4100,Corporate,2016/12/4,2016/12/11,Standard Class,Bihar,Chairs,Wrap Bag,Torres,Express Air,2.78,1.34,Not Specified
Technology,Bilaspur,Arabinda Jariwala ,0,Cisco,SGP-2015-29977,"Cisco Headset, Full Size",108,5,Central,449,Consumer,2016/9/3,2016/9/7,Second Class,Chhattisgarh,Phones,Jumbo Box,Cruz,Delivery Truck,517.48,16.63,Not Specified
Office Supplies,Delhi,Tulasi Chandrasekaran ,0,Fellowes,SGP-2015-42934,"Fellowes Folders, Wire Frame",2,2,North,51,Corporate,2016/8/9,2016/8/13,Second Class,Delhi,Storage,Jumbo Box,Cruz,Delivery Truck,517.48,16.63,Not Specified
Office Supplies,Ahmedabad,Nandakumar Shanker ,0.47,Smead,SGP-2015-70612,"Smead Removable Labels, Adjustable",2,5,West,29,Consumer,2016/11/14,2016/11/20,Standard Class,Gujarat,Labels,Small Box,Cruz,Regular Air,24.98,8.79,Not Specified
Furniture,Sohna,Dinesh Bhushan ,0.1,Deflect-O,SGP-2014-59328,"Deflect-O Frame, Durable",71,2,North,193,Home Office,2015/4/14,2015/4/20,Standard Class,Haryana,Furnishings,Small Box,Perry,Regular Air,24.92,12.98,Urgent
Office Supplies,Bidar,Rishikesh K ,0.1,Fiskars,SGP-2014-59328,"Fiskars Ruler, Serrated",3,9,South,90,Home Office,2015/4/14,2015/4/20,Standard Class,Karnataka,Supplies,Small Pack,Lewis,Express Air,55.99,1.25,High
Furniture,Belgaum,Rajesh Rajput ,0.1,Office Star,SGP-2014-59328,"Office Star Bag Chairs, Black",-1,1,South,48,Home Office,2015/4/14,2015/4/20,Standard Class,Karnataka,Chairs,Small Pack,Cook,Regular Air,10.48,2.89,Medium
Office Supplies,Belgaum,Deepak Ghodke,0.1,Xerox,SGP-2014-59328,"Xerox Parchment Paper, Multicolor",53,13,South,172,Home Office,2015/4/14,2015/4/20,Standard Class,Karnataka,Paper,Small Box,Moore,Regular Air,9.65,6.22,Medium
Technology,Gangawati,Raman Jamwal ,0,Cisco,SGP-2016-44796,"Cisco Signal Booster, VoIP",52,1,South,152,Corporate,2017/6/28,2017/6/30,First Class,Karnataka,Phones,Small Box,Cruz,Regular Air,24.98,8.79,Not Specified
Office Supplies,Raichur,Rajeev Narkhede ,0,Acme,SGP-2016-44796,"Acme Shears, Serrated",5,1,South,47,Corporate,2017/6/28,2017/6/30,First Class,Karnataka,Supplies,Jumbo Box,Williston,Delivery Truck,218.75,69.64,High
Office Supplies,Sagar,Abhijit Bikrol ,0,Fiskars,SGP-2016-17139,"Fiskars Letter Opener, High Speed",53,5,Central,137,Corporate,2017/8/1,2017/8/6,Standard Class,Madhya Pradesh,Supplies,Small Box,Perry,Regular Air,24.92,12.98,Urgent
Furniture,Rewa,Subrat Kotian ,0,Safco,SGP-2016-17139,"Safco Corner Shelving, Metal",0,1,Central,149,Corporate,2017/8/1,2017/8/6,Standard Class,Madhya Pradesh,Bookcases,Wrap Bag,Torres,Express Air,2.78,1.34,Not Specified
Office Supplies,Burhanpur,Rupesh Phalebhay ,0.17,Jiffy,SGP-2015-61785,"Jiffy Mailers, Recycled",-1,2,Central,60,Consumer,2016/10/27,2016/10/31,Standard Class,Madhya Pradesh,Envelopes,Large Box,Cook,Regular Air,8.37,10.16,Medium
Furniture,Thane,Rudresh Divate ,0.27,Safco,SGP-2015-61785,"SAFCO Chairmat, Red",21,3,West,131,Consumer,2016/10/27,2016/10/31,Standard Class,Maharashtra,Chairs,Large Box,Cook,Regular Air,8.37,10.16,Medium
Technology,Malaut,Jitendra Narisimh Appa Rao ,0,Cisco,SGP-2014-75743,"Cisco Audio Dock, Cordless",0,3,North,555,Home Office,2015/3/5,2015/3/10,Standard Class,Punjab,Phones,Small Pack,Lewis,Express Air,55.99,1.25,High
Technology,Coimbatore,Anil Pandey ,0,Canon,SGP-2014-75939,"Canon Fax Machine, Color",122,2,South,640,Consumer,2015/9/16,2015/9/19,Second Class,Tamil Nadu,Copiers,Jumbo Box,Williston,Delivery Truck,218.75,69.64,High
Office Supplies,Nainital,Kunal Dalvi ,0.17,Jiffy,SGP-2017-72719,"Jiffy Manila Envelope, Set of 50",20,3,North,65,Corporate,2018/6/6,2018/6/8,Second Class,Uttarakhand,Envelopes,Small Pack,Cook,Regular Air,10.48,2.89,Medium
Technology,Raiganj,Manish Kanade ,0.1,Sharp,SGP-2017-28241,"Sharp Wireless Fax, Laser",235,2,East,641,Consumer,2018/10/20,2018/10/26,Standard Class,West Bengal,Copiers,Small Box,Moore,Regular Air,9.65,6.22,Medium
Technology,Tirupati,Pramod Nandgaonkar ,0,Samsung,SGP-2015-46448,"Samsung Headset, with Caller ID",66,13,South,952,Consumer,2016/6/1,2016/6/1,Same Day,Andhra Pradesh,Phones,Small Box,Henry,Regular Air,4.28,5.17,Not Specified
Office Supplies,Nalgonda,Gourav Salvi ,0,Avery,SGP-2015-46448,"Avery Index Tab, Clear",24,8,South,51,Consumer,2016/6/1,2016/6/1,Same Day,Telangana,Binders,Small Pack,Evans,Regular Air,7.37,5.53,Low
Furniture,Bhiwani,Savio Swami ,0,Harbour Creations,SGP-2014-50060,"Harbour Creations Rocking Chair, Set of Two",3,1,North,149,Consumer,2015/9/7,2015/9/14,Standard Class,Haryana,Chairs,Small Box,Panhandle,Regular Air,4.98,4.86,Not Specified
Office Supplies,Sonipat,Nitin Patil ,0,Acco,SGP-2014-50060,"Acco Binder, Durable",9,2,North,33,Consumer,2015/9/7,2015/9/14,Standard Class,Haryana,Binders,Small Box,Griffin,Regular Air,5.98,2.5,Not Specified
Furniture,Khargone,M Kolle ,0,Dania,SGP-2014-50060,"Dania Classic Bookcase, Pine",1038,6,Central,2473,Consumer,2015/9/7,2015/9/14,Standard Class,Madhya Pradesh,Bookcases,Small Box,Panhandle,Regular Air,4.98,4.86,Not Specified
Technology,Pithampur,T Kang ,0.1,Nokia,SGP-2017-57375,"Nokia Signal Booster, with Caller ID",4,3,Central,369,Consumer,2018/7/7,2018/7/12,Standard Class,Madhya Pradesh,Phones,Small Box,Griffin,Regular Air,5.98,2.5,Not Specified
Office Supplies,Bikaner,Sumanta Malik ,0,Cuisinart,SGP-2015-10034,"Cuisinart Microwave, Silver",377,3,North,838,Consumer,2016/5/10,2016/5/14,Standard Class,Rajasthan,Appliances,Jumbo Box,Henry,Delivery Truck,200.98,55.96,Not Specified
Office Supplies,Banswara,T Brown ,0,GlobeWeis,SGP-2016-35878,"GlobeWeis Business Envelopes, Security-Tint",11,5,North,99,Consumer,2017/10/16,2017/10/20,Standard Class,Rajasthan,Envelopes,Small Box,Henry,Regular Air,4.28,5.17,Not Specified
Furniture,Kishangarh,Aakash Ananda Neti ,0,Bush,SGP-2016-35878,"Bush Corner Shelving, Metal",101,2,North,247,Consumer,2017/10/16,2017/10/20,Standard Class,Rajasthan,Bookcases,Jumbo Box,Henry,Delivery Truck,200.98,55.96,Not Specified
Office Supplies,Perundurai,R. Talukdar ,0,Acco,SGP-2016-35878,"Acco 3-Hole Punch, Durable",0,1,South,32,Consumer,2017/10/16,2017/10/20,Standard Class,Tamil Nadu,Binders,Jumbo Drum,Cunningham,Delivery Truck,355.98,58.92,Not Specified
Office Supplies,Sultanpur,Srinivasan T ,0,Avery,SGP-2017-26981,"Avery Color Coded Labels, Alphabetical",29,5,East,66,Consumer,2018/10/24,2018/10/28,Standard Class,Uttar Pradesh,Labels,Wrap Bag,Henry,Regular Air,85.99,0.99,Not Specified
Technology,Chandausi,Ashutosh K ,0,Canon,SGP-2017-26981,"Canon Personal Copier, High-Speed",4,1,East,141,Consumer,2018/10/24,2018/10/28,Standard Class,Uttar Pradesh,Copiers,Small Pack,Evans,Regular Air,7.37,5.53,Low
Technology,Rishikesh,Deepankar De ,0.1,Canon,SGP-2016-16390,"Canon Personal Copier, Laser",23,1,North,128,Consumer,2017/1/12,2017/1/16,Second Class,Uttaranchal,Copiers,Wrap Bag,Henry,Regular Air,85.99,0.99,Not Specified
Office Supplies,Baidyabati,Padmnabham Choudhary ,0.1,Kleencut,SGP-2014-43641,"Kleencut Trimmer, High Speed",82,9,East,336,Consumer,2015/12/4,2015/12/7,Second Class,West Bengal,Supplies,Jumbo Drum,Cunningham,Delivery Truck,355.98,58.92,Not Specified
Technology,Vijayawada,abhijat Krishna D ,0,Hewlett,SGP-2016-46385,"Hewlett Wireless Fax, Color",550,3,South,1145,Corporate,2017/9/7,2017/9/11,Standard Class,Andhra Pradesh,Copiers,Jumbo Drum,Sanchez,Delivery Truck,122.99,70.2,Not Specified
Office Supplies,Narasannapeta,Subrat S ,0,Ibico,SGP-2016-79796,"Ibico Binder, Recycled",18,3,South,48,Corporate,2017/3/29,2017/4/3,Standard Class,Andhra Pradesh,Binders,Small Box,Weaver,Regular Air,3.8,1.49,Low
Furniture,Bettiah,Sanjay Pathan ,0,Harbour Creations,SGP-2014-50438,"Harbour Creations Steel Folding Chair, Adjustable",43,1,East,100,Consumer,2015/9/21,2015/9/23,Second Class,Bihar,Chairs,Small Box,Snyder,Regular Air,175.99,8.99,High
Office Supplies,Gaya,Biswajit Sahoo ,0.47,Enermax,SGP-2017-17223,"Enermax Note Cards, Multicolor",-67,5,East,86,Consumer,2018/8/20,2018/8/23,Second Class,Bihar,Paper,Medium Box,Gomez,Regular Air,96.45,13.99,Not Specified
Office Supplies,Bilaspur,Pooja Punewar ,0.47,Stiletto,SGP-2017-17223,"Stiletto Shears, Steel",-88,5,Central,126,Consumer,2018/8/20,2018/8/23,Second Class,Chhattisgarh,Supplies,Small Box,Ellis,Regular Air,7.31,0.5,Urgent
Furniture,Akaltara,Vijay Chandra ,0.27,Tenex,SGP-2017-17223,"Tenex Stacking Tray, Black",4,6,Central,111,Consumer,2018/8/20,2018/8/23,Second Class,Chhattisgarh,Furnishings,Jumbo Drum,Sanchez,Delivery Truck,122.99,70.2,Not Specified
Office Supplies,Dhoraji,M Kumar Tripathi ,0.47,GlobeWeis,SGP-2017-17223,"GlobeWeis Mailers, Security-Tint",-15,6,West,130,Consumer,2018/8/20,2018/8/23,Second Class,Gujarat,Envelopes,Small Box,Snyder,Regular Air,175.99,8.99,High
Office Supplies,Ranavav,P Srivastava ,0.47,Advantus,SGP-2017-17223,"Advantus Push Pins, 12 Pack",1,3,West,22,Consumer,2018/8/20,2018/8/23,Second Class,Gujarat,Fasteners,Wrap Bag,Ellis,Regular Air,85.99,0.99,Urgent
Office Supplies,Bhiwani,Bhavini Mishra ,0,Wilson,SGP-2014-45041,"Wilson Jones Binder, Economy",15,6,North,78,Consumer,2015/5/7,2015/5/11,Standard Class,Haryana,Binders,Small Pack,Campbell,Regular Air,9.78,1.99,High
Office Supplies,Ranchi,Sanjeev Kumar Kushwaha ,0,Cardinal,SGP-2017-78116,"Cardinal Binder, Durable",13,3,Central,46,Consumer,2018/6/12,2018/6/18,Standard Class,Jharkhand,Binders,Small Box,Weaver,Regular Air,3.8,1.49,Low
Technology,Hungund,Hemant Bechara ,0,Enermax,SGP-2016-53140,"Enermax Memory Card, Bluetooth",137,8,South,915,Corporate,2017/4/6,2017/4/10,Standard Class,Karnataka,Accessories,Wrap Bag,Weaver,Regular Air,4.26,1.2,Urgent
Furniture,Hinjilikatu,Satish Tripathi ,0.1,Bush,SGP-2017-25644,"Bush Corner Shelving, Metal",153,4,East,444,Consumer,2018/12/25,2018/12/30,Standard Class,Orissa,Bookcases,Small Box,Cruz,Express Air,15.67,1.39,Low
Technology,Maur,Vijay Shikalgar ,0.25,Samsung,SGP-2016-78081,"Samsung Audio Dock, Cordless",92,3,North,382,Consumer,2017/6/20,2017/6/24,Standard Class,Punjab,Phones,Wrap Bag,Freeman,Express Air,15.04,1.97,Urgent
Office Supplies,Suratgarh,Vinod Thakur ,0.1,Breville,SGP-2014-75323,"Breville Blender, White",262,9,North,737,Consumer,2015/9/20,2015/9/25,Standard Class,Rajasthan,Appliances,Wrap Bag,Ellis,Regular Air,85.99,0.99,Urgent
Furniture,Bharatpur,Aarti Dhody ,0.1,Sauder,SGP-2014-75323,"Sauder Classic Bookcase, Pine",262,5,North,1968,Consumer,2015/9/20,2015/9/25,Standard Class,Rajasthan,Bookcases,Small Box,Ellis,Regular Air,7.31,0.5,Urgent
Office Supplies,Beawar,Yogesh Patel ,0,Fiskars,SGP-2017-71886,"Fiskars Trimmer, Steel",8,2,North,83,Home Office,2018/12/26,2018/12/31,Standard Class,Rajasthan,Supplies,Small Box,Weaver,Regular Air,6.48,8.4,Low
Furniture,Tisaiyanvilai,Tushar Shiatti ,0.3,Hon,SGP-2017-71886,"Hon Coffee Table, with Bottom Storage",-256,3,South,663,Home Office,2018/12/26,2018/12/31,Standard Class,Tamil Nadu,Tables,Medium Box,Gomez,Regular Air,96.45,13.99,Not Specified
Technology,Lucknow,Pon Khona ,0,Konica,SGP-2017-71886,"Konica Inkjet, White",214,3,East,932,Home Office,2018/12/26,2018/12/31,Standard Class,Uttar Pradesh,Machines,Small Box,Weaver,Regular Air,6.48,8.4,Low
Technology,Dehradun,Joydev A ,0.1,Brother,SGP-2015-76408,"Brother Copy Machine, Color",474,7,North,1641,Consumer,2016/5/25,2016/5/29,Standard Class,Uttarakhand,Copiers,Wrap Bag,Weaver,Regular Air,4.26,1.2,Urgent
Office Supplies,Siliguri,Ompal Bumb ,0.1,Harbour Creations,SGP-2015-76408,"Harbour Creations Removable Labels, 5000 Label Set",29,14,East,130,Consumer,2016/5/25,2016/5/29,Standard Class,West Bengal,Labels,Small Box,Cruz,Express Air,15.67,1.39,Low
Office Supplies,Barrackpur,Ziaur Kishore ,0.1,Rogers,SGP-2015-76408,"Rogers Trays, Wire Frame",56,3,East,164,Consumer,2016/5/25,2016/5/29,Standard Class,West Bengal,Storage,Wrap Bag,Freeman,Express Air,15.04,1.97,Urgent
Office Supplies,Baranagar,P Kumar ,0,Fiskars,SGP-2014-27821,"Fiskars Shears, Steel",25,3,East,141,Home Office,2015/6/22,2015/6/27,Standard Class,West Bengal,Supplies,Small Pack,Campbell,Regular Air,9.78,1.99,High
Office Supplies,Katihar,Neha Mendhe ,0,Avery,SGP-2015-63500,"Avery Index Tab, Economy",9,5,East,39,Consumer,2016/8/30,2016/9/5,Standard Class,Bihar,Binders,Small Pack,Reyes,Regular Air,11.66,7.95,Not Specified
Furniture,Korba,Manoj Kumar ,0.25,Advantus,SGP-2014-48107,"Advantus Frame, Erganomic",86,6,Central,494,Consumer,2015/10/23,2015/10/30,Standard Class,Chhattisgarh,Furnishings,Small Pack,Reyes,Regular Air,11.66,7.95,Not Specified
Furniture,Surat,Nitya Prabhu ,0.25,Safco,SGP-2014-48107,"SAFCO Steel Folding Chair, Black",140,8,West,500,Consumer,2015/10/23,2015/10/30,Standard Class,Gujarat,Chairs,Small Pack,Reyes,Regular Air,12.98,3.14,Not Specified
Furniture,Jodhpur,Gangadhara Singh ,0,Hon,SGP-2015-48618,"Hon Coffee Table, with Bottom Storage",28,3,West,948,Consumer,2016/9/25,2016/10/1,Standard Class,Gujarat,Tables,Small Pack,Martinez,Regular Air,2.23,4.57,Urgent
Office Supplies,Pardi,Rakesh Vaghela ,0.1,Novimex,SGP-2016-10699,"Novimex Round Labels, Adjustable",3,5,West,19,Corporate,2017/5/30,2017/6/1,Second Class,Gujarat,Labels,Wrap Bag,Clark,Regular Air,9.11,2.15,High
Office Supplies,Beri Khas,Chandra Boddula ,0,Avery,SGP-2014-55079,"Avery Shipping Labels, Alphabetical",9,2,North,23,Home Office,2015/8/10,2015/8/13,First Class,Haryana,Labels,Small Pack,Martinez,Regular Air,2.23,4.57,Urgent
